recipient,amount
0xe0945a56edff175db361f8cace7c7ca673ed1000,3210000000000000000000
0x93822422e872b436cf7c4a7955956b2ecf9233e7,3745000000000000000000
0xb5d7bd3ac3db6a3191e76f2765610b87edccc5a1,4560000000000000000000
0x930836a19d8cd2fa85904d61eaab1c8a0d9615dd,2305000000000000000000
0xda05855dc8e93b9e1c8d73a9d5886e4e584a2e02,1630000000000000000000
0xfd972ed74b3380972aa8b2f76977dc24680d8568,2745000000000000000000
0x8ccd3ac4e0617ed6b3655f362be7fa731c5596e3,7335000000000000000000
0xa9bfc425ab50e187378e05745061cded36bf81ac,9160000000000000000000
0x5699e3866d6dfe326140ad060c94775e6d1d8406,4045000000000000000000
0x8877bf02bd5fc4b61f6175dd55269b1aa9abfd40,3415000000000000000000
0x2ef20ac57e857d83e19e33633fc52132a2c1be52,2710000000000000000000
0xa3ff7f3c2e6678a02074f9af9638c01c9f252d37,6490000000000000000000
0x28b078fa893a2e65798d9e7210180ced26bcd2b9,3000000000000000000000
0x21f38cccbe1931e376a27e5a409c8b71a0080b35,8500000000000000000000
0x644a1ba2de288069b03a664b63258dcf68fd3168,9895000000000000000000
0x8ebd1af12cdf23313a5ca48384bdd1f2953906bb,7800000000000000000000
0x4b24169b7cad2177e9f3c1dfe8cdbd5dc3836fe9,7045000000000000000000
0x49da072dce45362e310e730b147a497615057988,5685000000000000000000
0x6a7689b677651abfce974ac851a852a545f17961,6715000000000000000000
0xb1241cb493fde7958ca9c43bab6518a134b1cc3d,3780000000000000000000
0x4edbff4cf6e30c95b23480c67321aa7d96bca6e2,265000000000000000000
0xc78926c0653dfc4a34ae8ef618592ddec79b9c82,6040000000000000000000
0x5e1e7444d5be08b028f5164c9ed080938e941288,9495000000000000000000
0x9987a1ff5628e7d96a1ab26ca5bf3f2ae7a7950b,3040000000000000000000
0xcbd0f03ac598422c484317d5c6bf580d53d1e687,2415000000000000000000
0x81deec936b9d4c1ceb616db3f667f4d70788c322,5145000000000000000000
0x49b3afb5d6541939e81a8bf0584aeb05a68a89d1,10870000000000000000000
0xaa2eb0cb5acf783e2355b9d7c6c6483d17816500,6870000000000000000000
0x2c95bf9dd973ccd90a099fa8e9bdb1ba5e7591e1,9315000000000000000000
0x3853efab66d2922fc54f561ccedccc05c5b14a3d,4515000000000000000000
0x52ed994bc5e6b7ab69a29904446edc1b0f909c59,4695000000000000000000
0x97a77003bde24f1102c9f7cbfc493303d1bc34d6,5715000000000000000000
0x150c3678ffe09eadfa2138dc98a08903c0baf9f8,11245000000000000000000
0xbada31d07bc9eacbebc3ab71286a9a6195cf0ced,1950000000000000000000
0x127f308834a23d303b4cb0a0c8439773f902d39c,9765000000000000000000
0x92660ffb2db02ef0222e0d1f5f428c632b752d78,660000000000000000000
0x29195dc917fafe7e61e6c57c632b78e147336297,9795000000000000000000
0x78c7ec0311cd500b2b05aafdfca2aea179533dd7,7300000000000000000000
0x8051a08f0af85b6900864c12252afa11ceef75a2,2850000000000000000000
0x91a0adc283cb6ed1e462881b9d460442ce535626,8905000000000000000000
0x8c6578bd35e07d20c995999bc0a8780ebc6358b8,6105000000000000000000
0xe0f09b7c1683d97afba1bbb24466ad2d8f8e8142,4230000000000000000000
0x5b2e6402ba1fe8d631800a58ec2a97e8c2b60b0a,7735000000000000000000
0xccbbd4d79147b528209cd3635bfb630cda7ea3f8,3175000000000000000000
0x16802edf6e0ed4d317aa48466ac8c6f76576c6ca,4950000000000000000000
0x89274339b061f8a5ccd0614ee71ba9299a8306c8,475000000000000000000
0x349633dbee2ae1f138dbf1b04a239eb33dd7a457,3000000000000000000000
0xe3af998ba2c3825c8d03cf564baf349494d8088b,2500000000000000000000
0xa355b14071040dba9f8de2e991cb1a8d2025b998,495000000000000000000
0xffc7ca57ca469d30c88ff0ae7e63a2fe47da7c45,3275000000000000000000
0x6ee20f5b7921c878b46445ee4ecacbd03c76ca91,3435000000000000000000
0xdc59539aae76649c1a8b1325e1a12984aa193daf,3415000000000000000000
0xd6a58b24222dcccc1ccb5cb720bab9e71bd60074,2020000000000000000000
0x51b6cd7d2aef8f93f6e9ba564557203ff461b04f,2325000000000000000000
0x1d519a9974c4a08581dd2660b0d027d3bef65bc3,2035000000000000000000
0xf18da465405b50803f2eb3627fc20e295dd52c3f,2730000000000000000000
0xcaa3531e7216027103374fa9351dda465e2ecfe8,3120000000000000000000
0xdd1958a445d4cfd35e5372bf55639949628a8108,3370000000000000000000
0xfa6fb3ef2276815e15f332ad6b5f601e19ca4298,3420000000000000000000
0xb8bcaef17d8431b12ae37799c1a111350b00b994,1580000000000000000000
0x64f85e2ae4b7f8b4261197f0b0b17dbe5168cee9,3490000000000000000000
0xb3648ba0886aea2d29c101961c9243748adecfd5,2490000000000000000000
0x0e09e65aea43ef67b2bd6b939d3d00c557936991,2115000000000000000000
0x99ca1a7a9155b8b3594367a19d07a82fc0365f9c,2265000000000000000000
0x6833f4681764be1fd86242306043d6b723039b71,2930000000000000000000
0x5567e28bb223edd9487889d9944dfd5227c4908f,2490000000000000000000
0x82af4aa4332e47feba829d02a6a3a9087992a37e,4425000000000000000000
0xc574f7fdb62c11ad56e15f05a443828ede3ae1fa,3885000000000000000000
0x34e14465689adb308488186b592c543c100c0c49,4115000000000000000000
0x64359fc472b5f450578809f1974e52488210a98f,1670000000000000000000
0x585b208753133b538dee066d6644c0a9a7de2f60,2950000000000000000000
0xbbf06553118193683fb17344be2d66fc44db56ca,4160000000000000000000
0x0ed8eb8b5aac563f4d90e08740b0c06a26556696,1935000000000000000000
0x9d0fe9570e93c046c0d924203435c0e475544128,2160000000000000000000
0x044dde6478fb7b9db4373a500e116fc1f53a683a,2755000000000000000000
0xaaabd2808a14ffea3390b9f658f72c9a6fb00c36,3335000000000000000000
0x059f95cc07ea027056f2d5c8ac3583d6e38c032e,4490000000000000000000
0x7c73579d29fcb9a465e462955db93da48175fc35,1715000000000000000000
0x012c1a52dada827ab6934f07c1ccc445fac94cbf,3485000000000000000000
0x0165785d061b09d7a095e79f26c3eaf6bfd84746,2215000000000000000000
0x9c3818a1eadb2d731cb570b9c91f5561bcc5aa75,2160000000000000000000
0x3a9571f5106781c1853016d67d77920244748ce4,3290000000000000000000
0x14af52b551ad509caae695805df8e46b6a306ecf,2725000000000000000000
0xa8bcc75a211db6aa420b42e733a079aa8f13f176,4360000000000000000000
0x97ef3ac9527913fb7d88eb7a167460a5e58f2306,2315000000000000000000
0xa008e5f98aa1ae5e0fcf126178210d955e48aacd,2495000000000000000000
0xbf3ea6be6a6ea3296fee7443e87743f0245a4369,2770000000000000000000
0x457e44a89f85ed98ff3b7bc7b0af0de086e66873,4155000000000000000000
0xb69b965f6282970d134800fb2792e78de7cd0dad,3295000000000000000000
0xaad2f28ecc45441a53d705ae71a53f04bcc3eb8b,3910000000000000000000
0x700f40b51afeed4c3cb7b0392b639d01591bd051,2955000000000000000000
0xea01c258996070a0e4ba58e713d356529d5d8558,1995000000000000000000
0xc79fb4f66506aad7ed138bd8f3905734bccae840,3035000000000000000000
0x5c29dd1ff6e669a0a0f9b56a68334b603b655978,3410000000000000000000
0x8413cb7da2bd8de449431906bb93d11b2025d373,3210000000000000000000
0x9743dfae5423bc9254dc3d5755007cc03643d7de,4170000000000000000000
0xedeba4a520da07fcd2e7d78b122c72f4459b9bc4,4315000000000000000000
0xcc56bf80c9cb225abee67f972d68806ac509408d,1885000000000000000000
0x87028d00d654753ca3f1cb5fe344b9db53107c22,3500000000000000000000
0xe97100dd9f1a732992bde4eaf206cca97a1fd57f,250000000000000000000
0x1171426b52a3f1e211e1d1adfc82cadfda8d9093,25000000000000000000000
0xabea0af535b004364848b992b5e44d929deb047f,15000000000000000000000
0x8da18e320f629cafde27abbdfeee6f3e878b4cc7,15000000000000000000000
0x6ea7fceb0a2c0bc51652d5530ab4f07c2e9d9d1d,10000000000000000000000
0x15622b3156e73167b0dea638008a829a0f433edc,9500000000000000000000
0xdecfc7351961483e3ced4792af48ff7efb387d39,25000000000000000000000
0xee73afd901dfa3caefa1cb51dea6159538c88b7b,25000000000000000000000
0x1a4302dc8bf28587bd3b0b4778cd3f382b29e646,25000000000000000000000
0xe499448fd86c91e041dc669e09f4dc4a4bbea605,25000000000000000000000
0x68fe637ca877404c8702d0a95d9f2e7b82f9b5ed,20500000000000000000000
0x7e100aeb2409598231ceea50226cbc5261589942,25000000000000000000000
0x12784dd9c22604805fa12bc47993ce9fd148cca8,15000000000000000000000
0xcdca3c9f538167f36ca493ea9996de93a8d786f1,15000000000000000000000
0xeeb001383df4edd4bd004fc37a42458c70fa3171,25000000000000000000000
0x4b70b870182f65e43e7413ec33878015eab7e7ff,3970000000000000000000
0x8f4714060188f4b878739f72228f5d7451f18589,500000000000000000000
0x359473d0c608c26c79673796391dd76ac7bc045e,505000000000000000000
0xc9ae89fc25b0785cdf163bdda6d01d1303454404,250000000000000000000
0x4d882254cf5a6eac3253193fafc47b3da0baead0,290000000000000000000
0x8dd5ae5c1476029549e9e931c187b88d61b21493,260000000000000000000
0xdf04bc1a97edbcd26863bf43cc0f619c9e818c7b,3285000000000000000000
0x3bb592f370de39feb17cf0dccf99b235e0b9368b,4080000000000000000000
0x7503738a0a8f7a0aba9a820f7969c016015a0150,1405000000000000000000
0x12a0b98572980858af43dc659c6b354dea1922e1,1895000000000000000000
0x44e8aba26bd74e6c4daaa56b4df20fc4a4486ca3,1435000000000000000000
0x14a8b623267b1c1bdb2c309ad8baed7fb1bd386e,3285000000000000000000
0x8159d4940d7fb0f182e919a8d9f367892ae29edb,1615000000000000000000
0xd6e50d74cd506a95906cbf64b9ec71ee4efc64c6,3075000000000000000000
