recipient,amount
0x72d34794d756d0a20a240b81134d507b843622d9,1510000000000000000000
0x7b2841c8a98ff3f6e3ca574b3b5c94d9b8509625,4200000000000000000000
0xa87e9d1fdb7b7aae0885ed7c47a9511b6aa09de5,2165000000000000000000
0x1a7188d29007d0abc02af1011a353bfb4c7a6ddd,1075000000000000000000
0xb0025b488c69e195160058a8b489648108c81ea9,2780000000000000000000
0x4954246e03b49fd556053597c614c5f5288bf009,2615000000000000000000
0xe77d3f205d10ac29d22889052803f3c8edc7c027,1080000000000000000000
0x0b2931b3763704b0a175424c8f3b729fa92e2660,1665000000000000000000
0xf313f222ede9f66d91de8ffb70ccaceaf3cc4470,1270000000000000000000
0xeb44277e11ca10840d7ebfca030fdf0e973d2fc7,2250000000000000000000
0x5e98d8a93d39bd3be13d91b9383a1063bb673902,3065000000000000000000
0xe8644d06c57b8f5108ee3df9b4da2979bcacf5e1,3475000000000000000000
0x8e3d768c9612f16c749ac1693bcd30e827b7663b,1295000000000000000000
0x9fd9c6f267c6c2a8e779e00f837ab527e259d135,1725000000000000000000
0x95d311cf58162dff63f4c1db396bacea27ed323e,4040000000000000000000
0x4db22a4c7f576a78d981c816708c4d7c9e2a2494,2465000000000000000000
0x21787750c46f2545addc8ffca444fd468e4afbde,2525000000000000000000
0x41100c757fc3e7e2cee95350c5ad1bd6a585bb00,2745000000000000000000
0x4fe12fc1efe54e349603ff7ea0b65c20469add6d,1410000000000000000000
0x6bd41a9231a963e3e15f10000e6e002ac4e9eb6f,1070000000000000000000
0x6ae33555b480a1c4c268f49a78f5b2cd8ebc671c,1760000000000000000000
0x2839f3c9367d5004e36856d64345f7fd6bbcdb46,3940000000000000000000
0x397a2db5b14b6cb2da3d1d3bb5a7bb40833cc379,1990000000000000000000
0xf608be2bd483ea1d24b22b8ec176b0134beef372,1420000000000000000000
0xc46f0facd000055b2ff1d5839311b6619bd332f7,1890000000000000000000
0x889b5bcec15c0a9ecd97e7311908abec8125bb4a,1915000000000000000000
0x828a4d251319e4c8c49c0759f853a00accd4328d,2275000000000000000000
0xb4a92943f8b65481089034b6153e27c51b1c5a66,2895000000000000000000
0x8c6e265a1591fa7527539f05388a2b0f0d3e84b0,2095000000000000000000
0xa6728edcf4775b01cc59ef5dc757fd59999f9fc7,2715000000000000000000
0xb664e2afd7b9dff7290c84ef77659f08716e7820,2095000000000000000000
0x14c96c5003de6facc4f654a6c39dd761967961b8,660000000000000000000
0x99bfed348025d24af600d3849683bf184d056979,2050000000000000000000
0xf9c7591aa32b885e64c4982276a2203cfcfbe8dc,1830000000000000000000
0x7c85a534464eeb810533fcffb507651511087d83,520000000000000000000
0x9c3b52d744fa5fd53b08ee4a698ce91c97312a4f,825000000000000000000
0x4a201a3441d1a96b5215d35db04de8fd509a3076,2170000000000000000000
0xcf0cfa4c9552d5de64172eee66e6fe4c8dfbbd2e,3725000000000000000000
0x7ce48bd902d5b7f33da03cc79f58ae2f72a61885,3975000000000000000000
0x98b4798bc0497ea877671e37b0bd586fedc1995e,1320000000000000000000
0x7c165ffeec2ed94955251fe6e304ecef43e1d126,3485000000000000000000
0x9a15c09ea550b0862f62193fbb2941e2785c8ce3,1070000000000000000000
0x5998f62e92350091a3ee8e7f1a3164c262516bad,3055000000000000000000
0x8472bcd8db5215857156f0556229137838435c6d,2765000000000000000000
0x916ad7fd8ac20a752756480efd36c623f3541fb6,2725000000000000000000
0x8d1fd3ceba57efabad0af7aec904af5934e0b45b,1810000000000000000000
0x4efab937b3179efbd025ea4b164dff717bb2dc37,1345000000000000000000
0xcd340a40389865b075a2ccbb4fcb5f25584a31fd,1350000000000000000000
0xbd4b673375eeea1c450de1bd37f1bf482d387a40,3415000000000000000000
0xf25e3f5b7806de51576581f8419cd020c4437e62,1100000000000000000000
0xbf0ffd4b1fe2b64a0309e8cce3153f775d157dc8,2075000000000000000000
0x44d297a98a12a0e422ef37a6742c9994272edf31,1530000000000000000000
0xf50e1452b6fc42b9f97fbe9f9988195f6d740f38,895000000000000000000
0xe4136e420c6c38106be628f1e4b62fd3926758e4,4140000000000000000000
0xc3d800e5a00ffcd23d97b816dc06d8610d339ce6,3625000000000000000000
0x308ab7aaf3c99e533f40e214b0562b2a98da349d,1925000000000000000000
0x90b113d08689b37903b9bb0faba3e61012554135,1140000000000000000000
0xd3ccb280ab5917e9f19b4b6492bc961b746b6c14,1675000000000000000000
0x2fc9fe38a32b715d69dc687488d17801911be157,2390000000000000000000
0x2e6a8e48046ce89530886140f00275121964302c,3610000000000000000000
0x7133c7882b513aa6ca623ad13ffe9574875d3faf,1770000000000000000000
0x6baea64e15d46e5f80448c898af4524f47dd5764,3695000000000000000000
0xbce7b3902a4fba25e23caf848a79d68af563d605,2460000000000000000000
0xe255c1fd8bc0b679001f4b2abae10cbb20bb56e2,1980000000000000000000
0x3a9ddb862149a00f0fbd89481df30d9f7747a566,3720000000000000000000
0x161e16826cc7c183466d4c1cd189c00b0e5802fb,3365000000000000000000
0x54cb1f03f1ea68d7c561ca58c7f014d710ff8abd,1565000000000000000000
0x15ef47318a0c6065fab94d18c8d83b2c1a7c7cdc,3185000000000000000000
0xbeb37b02fcab83c35f74f5fd6993ad814dfaf6cb,1950000000000000000000
0xedf4e60ff4098ace1a41c083a82f3f6b5fd5debc,3890000000000000000000
0x6082476c5a15e7bbfa8ac2588ec430e034677b88,4115000000000000000000
0x9bba39db43b9e4c720080c0fca65c042f3473032,795000000000000000000
0x73373fb436c6238de5e7c753973c0e6472419508,1470000000000000000000
0xd7494f9a3a4e0079b3fb2a63d20884fdbe7e7d9f,1770000000000000000000
0x2ecb24e7a09457441e3b15c93ce5ba27ecb09bbb,1470000000000000000000
0x6e76cc2ef15d105e434ab8dcca92cdbad28c8ac3,3835000000000000000000
0xc4f3a37ac5a80909489ee2343e2620d120ed60ae,820000000000000000000
0x14f76d30c6ed0d10c5c3e5e37a3967ca51c600a6,1420000000000000000000
0x4708554787c8fd60deef9d8d37a9a238d0e9d237,2115000000000000000000
0x6ebda4f36f8a257bce5666d74f13f8a8cac361bd,3635000000000000000000
0xc15bada3037438ab856ca2629ab110c3c64dbf40,2330000000000000000000
0x9091d0159e113bbd962591a3cf607efcf6adefa0,1245000000000000000000
0xbf1cedc576a74986851a486e64cbcee07e07e874,1365000000000000000000
0xdb1ebb015501a361190e9c950ff327d0cf7f9e1f,3220000000000000000000
0xb70d81a06dd6fa581137fa81fcc4c74bc8ebd5c3,2350000000000000000000
0x96e37604f724a6f944bad981bb61a8680c22297a,1220000000000000000000
0x8c92b48cda9e8bc3f472ac0ee090f09c39050757,2880000000000000000000
0x088679355d39b82326548da3f3be4814cfb76237,2970000000000000000000
0xc69b660927cff6c2f4d7e62e6029662723dcea18,3975000000000000000000
0xcda728f4b0d24812b8890e6a00598b32c53785f8,2965000000000000000000
0xebec20bfb489f62a9231d85fea0b949acafea6a5,3970000000000000000000
0x3dbdac49594caea66c4d7dfd2afcb4e623f07f06,3770000000000000000000
0xef56eecc02e0c2c9b66a875bc66bc1dc0d67592c,2935000000000000000000
0xa89aee7aa850f1c655b1d88d21186fcf5a8f9fe1,3475000000000000000000
0xfbffcd89e1c33a3dd941469d16fcfa5301937e66,3900000000000000000000
0x5d82642cb6674203a2a0f7c91169dee09d47c11d,4155000000000000000000
0x00dda087f79e43711ff547f8aab19459f0bd66a5,2035000000000000000000
0xece25defb247622a62f65dc8f760b3b764781af9,2475000000000000000000
0x04c4600271c1546f030a6a93bcea2e70c0ece46a,2015000000000000000000
0x2eb380b6f885cd9dcb78415bd317d49a84353e00,4440000000000000000000
0xd37452cbf639737d6b3f42bd29a9e3960a53c045,4180000000000000000000
0x12e56a3a586c6087f45cdd4baca027a1c9f0c6e8,1855000000000000000000
0x8567f313d282811c00e68ccbdeb283912aeeb918,3585000000000000000000
0x0b493af26fa61e5ff84290ca934b7c85e3195505,500000000000000000000
0x3371e66d690c66f9414cf447646fb653c3fe1e8b,1645000000000000000000
0xba2c0903799b0fded79cc16766ad6f0d3c908933,3465000000000000000000
0x55cca21af0c79a2757e4d90f8bf6654c65552c2d,3650000000000000000000
0x3a3a8e8722851c288e7be46b4254ce3b3afb09e2,250000000000000000000
0xf1285fdc7a7c7d36b64f18ba3a05cf8aa7fa640e,4200000000000000000000
0x4411862fee59a90a7de7838fb9b637a46fa98295,4000000000000000000000
0x474f058c7735c83d70f3c6c7d3dbc4f36771ea85,3925000000000000000000
0x14c69800d663fe81ff13f19cb3cae5849ba90909,4295000000000000000000
0xa1ee9944eefa7085a1081deefa1832e015c1eb0b,4545000000000000000000
0x6453605e7e4e8fae2d00bdec661b8d15fd92fc68,3965000000000000000000
0xca31b3cf66f9800ddeb484088fdf22be94d68ab9,3085000000000000000000
0xea27fcb780ca550288a51bd21ff3fe5c63657458,3685000000000000000000
0x268da56ba193b21d265103c7987a46e1101ba075,2495000000000000000000
0x0d8974481ec99e5df3f96dc780452b9c26120007,1835000000000000000000
0x503bf76598b646b6e90538271e0b16a616012ec1,1905000000000000000000
0x1bd1e9883614a11a0ea50e14a3a7379d36f161d5,1770000000000000000000
0x78a25c43a872e25c602c18232bf6bf354579ce98,4515000000000000000000
0x5c9bb1c1dec0673d51a41ab858d5afcde2d6a75f,4210000000000000000000
0x6c0d4de1559e20e6f09d4acfa52301deeef1b544,3845000000000000000000
0xcda34f5ef0ea9d13b769e5553777b0a0a07569c3,3425000000000000000000
0xb46641b9ed6c57284342accc2522ee8b03922e0c,3980000000000000000000
0x6b285886ae4356b2908b1f04778512dc6bd66585,3870000000000000000000
0x84dfaf6824612ab4bbfd06d9835fead53c053c22,2255000000000000000000
0x24d7d035ac94a20aac453727783faf2c7c06f896,1815000000000000000000
0xa6a0eec157174b2dbba81f7ef16523a58943c39c,4920000000000000000000
0xb37c18f2878595f7775463b35b96d103b2067baa,2095000000000000000000
0x21b5be89a99eacd0f82df6b3b9b079b1b89012a7,1955000000000000000000
0xbbd9111ff9d0ad76d2d1681adc6b88c392a794f4,250000000000000000000
0x0fbb6985f5b868c32570129cad16e7a8f80fc755,400000000000000000000
0xe35464872c90cb3aa60fba4b4044578ed15ada5d,250000000000000000000
0x1792c0b2b25e70e902b5d2c9db92ca94eefaa576,1280000000000000000000
0x722c828391512728324d1f402fdde1be9b6ed4eb,4995000000000000000000
0xb638ab98f984e1fa4a33137093be581d524283e3,5995000000000000000000
0xfbc0cff4fab2a91f04d070eeb5a2874c9061667a,18995000000000000000000
0x6af34107d9931302108a73f9d10d1c6e9f403998,8995000000000000000000
0x0e40c237aafe0a0af1795ccb1f79128a3cfc5a56,17250000000000000000000
0xdd9f8395b65d5195b4e2152de3c803c8e3797d5c,300000000000000000000
0x8aa739bdd34527fbaa36e50e9d547a481c1c7204,250000000000000000000
0x45d993393f7b3fe781935e1155118c7f830d4415,250000000000000000000
0x1729b1a9ba897bab353bd386b80c5b4c6cde2758,250000000000000000000
0x73bb185df8c7ddc130f594e0fcdc0297658b51cf,500000000000000000000
0x2b6ac111565b8161b29fe577805fde9e0d6d0f08,745000000000000000000
