recipient,amountPPT18Dec,amount_deposited_of_USD,amountPPT
0x8aAaA5193337fba41FEBAe9BE2E2e00Ba695AF31,"7,191,489,361,702,120,000,000.00","$1,352.00","7,191.49"
0xcE6f5D411285fdB59Ed6b3C2982FCa18Dda5778D,"1,063,829,787,234,040,000,000.00",$200.00,"1,063.83"
0x28eeA9611dDE1338374CC0bcfBFb64C0aBe8A5D3,"4,308,510,638,297,870,000,000.00",$810.00,"4,308.51"
0x57B255ee82204DE662537b19B6BB0Fb0C1c0dde5,"5,414,893,617,021,270,000,000.00","$1,018.00","5,414.89"
0x9921095348e6aF96216E141030AA72269b801Bc6,"7,510,638,297,872,340,000,000.00","$1,412.00","7,510.64"
0xC4Ef9496b336889561DDF417626994dc92553628,"537,234,042,553,191,000,000.00",$101.00,537.23
0xC598E08Cd423D44e4f3FFe32223D3a8c41113Dc6,"4,824,468,085,106,380,000,000.00",$907.00,"4,824.47"
0xA7757c2Ab337C949C3733FD4D083C1c334c79F75,"4,101,063,829,787,230,000,000.00",$771.00,"4,101.06"
0xBDC4062137eB9Fc1e73977be242398a43d3d6608,"6,037,234,042,553,190,000,000.00","$1,135.00","6,037.23"
0x537F9cF119076f774b355CbC5089505019cAbA1C,"5,808,510,638,297,870,000,000.00","$1,092.00","5,808.51"
0x24E3B15966528dC1F155bC33fB0A39628203Fa05,"3,489,361,702,127,650,000,000.00",$656.00,"3,489.36"
0x283948BdBCe2750B52D8218DeEA00aFbba823EeA,"2,670,212,765,957,440,000,000.00",$502.00,"2,670.21"
0x50a86884Fd3994A63D2C3d29aAfD7dFA62377C35,"547,872,340,425,531,000,000.00",$103.00,547.87
0x2Eda5fBe766F0b06e822fB87954e211CC4E8cb2c,"531,914,893,617,021,000,000.00",$100.00,531.91
0x039Af467E69ad542F7cF1705c24A973c3EA45029,"6,010,638,297,872,340,000,000.00","$1,130.00","6,010.64"
0x1524022e76e0E56489Ae8Fbe05451308C8836565,"2,739,361,702,127,650,000,000.00",$515.00,"2,739.36"
0xDda0f5B9671eE6e7a2Cbfd24532460Ec54846230,"5,420,212,765,957,440,000,000.00","$1,019.00","5,420.21"
0xff055aacbe9d7Ee942df6d9f689Fa08513A85a8A,"5,478,723,404,255,310,000,000.00","$1,030.00","5,478.72"
0x99EbB7a8f29DA242B796E787EB2558606a4BbC9A,"6,574,468,085,106,380,000,000.00","$1,236.00","6,574.47"
0xB967A30BbbcC7CaF11881BD916D2fc04147268df,"3,244,680,851,063,820,000,000.00",$610.00,"3,244.68"
0x3176bBA9c1D83C6eB49ABc9fC98721eA16196795,"6,898,936,170,212,760,000,000.00","$1,297.00","6,898.94"
0x6661280D2363f69A615AE69f57aDF936a89644ca,"537,234,042,553,191,000,000.00",$101.00,537.23
0x236420A43AeB9CED8397f8F47c1408AaC4d13c86,"531,914,893,617,021,000,000.00",$100.00,531.91
0x6125E3C54a0C93090261948DD33E89Cd29b205B5,"7,978,723,404,255,310,000,000.00","$1,500.00","7,978.72"
0xe1bd3B2b204C55cCcfB51b98a3345548A4a309bb,"6,558,510,638,297,870,000,000.00","$1,233.00","6,558.51"
0x8cE994FF9eE81D89171F4b9a50ac803A5fc89db1,"851,063,829,787,234,000,000.00",$160.00,851.06
0x0131dFF42124117846c1E659a28793480Bf4f4fa,"4,920,212,765,957,440,000,000.00",$925.00,"4,920.21"
0xa1Ee33F3ca536C675C1566148F1819B3DEd5Bc1a,"6,680,851,063,829,780,000,000.00","$1,256.00","6,680.85"
0x62085c855399C323fE1b24d8ebaB8f5C4D4012fD,"6,143,617,021,276,590,000,000.00","$1,155.00","6,143.62"
0x69F191a6FB9d82B817600E5E0f08F2D67E7e5570,"531,914,893,617,021,000,000.00",$100.00,531.91
0x9a299a164A95dC9a03d31f3519bef0bD656C70f9,"3,287,234,042,553,190,000,000.00",$618.00,"3,287.23"
0x9e4baCc85c11C532CAd5b8BbA03774AF722C2E55,"4,973,404,255,319,140,000,000.00",$935.00,"4,973.40"
0x16f024Ae3ED2525eAe0E33D6f8073d1dF971E2f6,"7,250,000,000,000,000,000,000.00","$1,363.00","7,250.00"
0x77a830ac2D67bADc0fb58df026fcf45F2673eC24,"7,484,042,553,191,480,000,000.00","$1,407.00","7,484.04"
0x4F0614814995beF67c4cc95a36eCC76Ab46296c0,"531,914,893,617,021,000,000.00",$100.00,531.91
0x756AdDD4b72D40e9F119b459Fc2d939035928bd6,"531,914,893,617,021,000,000.00",$100.00,531.91
0xe43B855Eb6109dB4d11C0A41b84BF35E8f8C1852,"7,414,893,617,021,270,000,000.00","$1,394.00","7,414.89"
0x0f079a527701bf0D2b7ff07f10a97520CcEDBa40,"1,063,829,787,234,040,000,000.00",$200.00,"1,063.83"
0xa7C01355Bfbaa8B839c4E043Ac11E47Cb31610E5,"2,127,659,574,468,080,000,000.00",$400.00,"2,127.66"
0x764f08f152c1FFFaf1B23edD55713e1Ac1c114Cb,"7,441,489,361,702,120,000,000.00","$1,399.00","7,441.49"
0x66Fc7D7E9aC24195E35044973AD0B756e24C1E7f,"531,914,893,617,021,000,000.00",$100.00,531.91
0x11B36e4603096ccEE0034977206f1811BAEaC0Ff,"531,914,893,617,021,000,000.00",$100.00,531.91
0x7Ef0bD37202Cfe025c85F924E57EE4951bdcF848,"6,691,489,361,702,120,000,000.00","$1,258.00","6,691.49"
0xd0C806B128d6d93412828199852Dd5C70A1Ffa05,"2,659,574,468,085,100,000,000.00",$500.00,"2,659.57"
0xbf8974093c0e24c6195841f47dd935E2C4226134,"3,175,531,914,893,610,000,000.00",$597.00,"3,175.53"
0xa6b6EEdff58E4dedA8F8DCE095fAB11C30936c25,"7,367,021,276,595,740,000,000.00","$1,385.00","7,367.02"
0xabA3bc23Beef69356684f3877a9955838CA9BBc7,"5,925,531,914,893,610,000,000.00","$1,114.00","5,925.53"
0x932ea44964063E179cC8BD4BC9d0a9C94758f88b,"2,654,255,319,148,930,000,000.00",$499.00,"2,654.26"
0xBB3b74CEe60a9DA0Fc184f05B6c64d88e1FFb58b,"5,542,553,191,489,360,000,000.00","$1,042.00","5,542.55"
0x9d3096508254778b06F445a2179dab54059419D6,"4,191,489,361,702,120,000,000.00",$788.00,"4,191.49"
0x3C1DB9cBd8E278221aCD07fD3F45d0623e41a6c5,"7,978,723,404,255,310,000,000.00","$1,500.00","7,978.72"
0x320c4f36ADB27522202E8BB42E9a0078c871450D,"7,712,765,957,446,800,000,000.00","$1,450.00","7,712.77"
0xfF3E00947b877462AB8bADBd1F33d19c81C0A94B,"7,978,723,404,255,310,000,000.00","$1,500.00","7,978.72"
0x3250B915E20E98894bc5e86c55EC604B668ed484,"755,319,148,936,170,000,000.00",$142.00,755.32
0xC66aa9107378D8026EB285E7939A244f47B26A9B,"7,090,425,531,914,890,000,000.00","$1,333.00","7,090.43"
0x1337e68370128D6F40Df41767004d4df9deCe1c2,"7,978,723,404,255,310,000,000.00","$1,500.00","7,978.72"
0x3782Ac19215d7474f7270C3A2f2ED141f6b03CC3,"7,978,723,404,255,310,000,000.00","$1,500.00","7,978.72"
0x544D2a69a60C1fE3Ec47AA2F3057B4296b17cC76,"7,978,723,404,255,310,000,000.00","$1,500.00","7,978.72"
0x4C079668514C25a57d80105eaC28edaFe7a2995e,"6,856,382,978,723,400,000,000.00","$1,289.00","6,856.38"
0xcc788EeF8a0987E3F4fb578Ba44F785cDe455437,"6,702,127,659,574,460,000,000.00","$1,260.00","6,702.13"
0x35F2982C5e96521C08b7c10f32c2E4862719986B,"2,659,574,468,085,100,000,000.00",$500.00,"2,659.57"
0x1e7B145f8E113840974dC441184717A1F1f959F6,"6,377,659,574,468,080,000,000.00","$1,199.00","6,377.66"
0xf8a9601e14B170147a91715778e0f6bFd90E02Fa,"7,122,340,425,531,910,000,000.00","$1,339.00","7,122.34"
0x9e1ee0162E9E7402c1e9bC1A101D9cACd94884a4,"7,367,021,276,595,740,000,000.00","$1,385.00","7,367.02"
0x550e9D0bec094cE4D5654675D6527218Ec972830,"797,872,340,425,531,000,000.00",$150.00,797.87
0x5694deD92FC16f8F32cB894138a718A4cC9C691D,"7,148,936,170,212,760,000,000.00","$1,344.00","7,148.94"
0x68254904407509BE9a5bCed1c630A7125f888011,"6,797,872,340,425,530,000,000.00","$1,278.00","6,797.87"
0x780De34CebA4eC27E1B2Df3AEB89D8FfF7eC5dF4,"5,611,702,127,659,570,000,000.00","$1,055.00","5,611.70"
0xfA54B394d40899b2054059b7df8ee3256331DBFf,"2,234,042,553,191,480,000,000.00",$420.00,"2,234.04"
0x792539F40FeDb203624082221b6350a7C410763c,"7,978,723,404,255,310,000,000.00","$1,500.00","7,978.72"
0xfc09F849Cb37492e5418Fdeeee79CEC68CA85bC7,"7,047,872,340,425,530,000,000.00","$1,325.00","7,047.87"
0xc8B0b48017779aA3C3d694e85B4BcCBdCFb96738,"531,914,893,617,021,000,000.00",$100.00,531.91
0x28f61E3F0c80d56A51414107Afd3549f46de04B1,"537,234,042,553,191,000,000.00",$101.00,537.23
0xec4825BB7Bda96854fD32E33227161D67D842B58,"531,914,893,617,021,000,000.00",$100.00,531.91
0xeD0c89805827FA86E2318708762aA0dcB2ed8911,"4,329,787,234,042,550,000,000.00",$814.00,"4,329.79"
0xA18e58aB43e255e0909E4B2f551876aC5e5dBc58,"4,526,595,744,680,850,000,000.00",$851.00,"4,526.60"
0x21CbbA326A1afC771310036F3b0E710135BFD3fB,"4,339,202,127,659,570,000,000.00",$815.77,"4,339.20"
0x12C3b26Ec64Ff650Dd7eF585B619b6D6612CD29B,"531,914,893,617,021,000,000.00",$100.00,531.91
0xCC5d372F7b15DdF8D059B59AbD065BC902050742,"531,914,893,617,021,000,000.00",$100.00,531.91
0x82EE60DAb25EF62aadC8247D43eE6baEb21224DE,"3,340,851,063,829,780,000,000.00",$628.08,"3,340.85"
0xE7e2d6630CD98b180b99369d5aFf48168ff9724b,"3,104,734,042,553,190,000,000.00",$583.69,"3,104.73"
0xab0eE46B5062F1b2999B73CA94F0307C78d99A58,"6,728,723,404,255,310,000,000.00","$1,265.00","6,728.72"
0x7363B6959018BCb9880af6d60C1149344645f2c3,"7,425,531,914,893,610,000,000.00","$1,396.00","7,425.53"
0x911EDB64D1E80d9260cE298Ef87d00bEa8E96574,"4,153,510,638,297,870,000,000.00",$780.86,"4,153.51"
0xA3d9467B24996CEfE54b43afDcaa40C59e13CDaa,"3,385,585,106,382,970,000,000.00",$636.49,"3,385.59"
0x969e6a36f2bED73974865848BC3CE7948d809fDF,"3,852,446,808,510,630,000,000.00",$724.26,"3,852.45"
0xeFEB9C831995cC05E923c59c5074eCA410C925C9,"5,510,638,297,872,340,000,000.00","$1,036.00","5,510.64"
0x4426705248Df4889F9effCAcac644948F64fd801,"6,739,361,702,127,650,000,000.00","$1,267.00","6,739.36"
0xb3A2972c1E7913085198756263d1C0b1B90AD281,"4,515,904,255,319,140,000,000.00",$848.99,"4,515.90"
0xBe73d61fa2e43CE6B7EF3E598b9727b4C0F2FEB8,"3,505,319,148,936,170,000,000.00",$659.00,"3,505.32"
0x0235e9fb66fA9e574f33ECEe87cE2D10f1E1F5c2,"2,679,255,319,148,930,000,000.00",$503.70,"2,679.26"
0xE4879f31bc0EA2372b3Ca407D6c039C0FF77ecF5,"5,441,489,361,702,120,000,000.00","$1,023.00","5,441.49"
0xE2c5Cf9ECc8AD9fA3B393590ada31fC1c4792fDb,"3,655,159,574,468,080,000,000.00",$687.17,"3,655.16"
0xB32aD0A719d6eCa05dFa3FE523B01149943f5CDc,"5,451,063,829,787,230,000,000.00","$1,024.80","5,451.06"
0x66598C86C400DbAB1554290b491292a71CD74778,"5,033,191,489,361,700,000,000.00",$946.24,"5,033.19"
0x47a86cB266DD6e91714f1660B728015980bA1b58,"4,240,319,148,936,170,000,000.00",$797.18,"4,240.32"
0x7F8b71B19a9A5Fd8A23e5827f13B49Bd80BdBe9c,"3,501,702,127,659,570,000,000.00",$658.32,"3,501.70"
0xf871754865160F7E0c33cE142Ebc4B975ff84B97,"3,487,978,723,404,250,000,000.00",$655.74,"3,487.98"
0x0CC03600e9338a8a24C7363DDC3f56eC16d290Ab,"7,343,351,063,829,780,000,000.00","$1,380.55","7,343.35"
0x1Ea2138CF502585233e4a2EbbC21B2dfc5C39d34,"6,565,319,148,936,170,000,000.00","$1,234.28","6,565.32"
0x31d7458226b573a90E7874f5823d81b9887A13ed,"4,076,329,787,234,040,000,000.00",$766.35,"4,076.33"
0xBd36e82961252b70aAD3e1f35Cd56AA5cB589649,"5,637,553,191,489,360,000,000.00","$1,059.86","5,637.55"
0x7980AF5b801681A1d53E47E228F0056C53977F66,"7,102,287,234,042,550,000,000.00","$1,335.23","7,102.29"
0xCD5d158f6840e42AD9815d1d8Bd3eC333299e64A,"7,451,968,085,106,380,000,000.00","$1,400.97","7,451.97"
0xEeadaDC7F7Ca9E70902DDc94827b4A235549Fa7c,"4,185,372,340,425,530,000,000.00",$786.85,"4,185.37"
0xc2aBAb22eC2C9AF67a36a8709028085566f5A06e,"6,243,776,595,744,680,000,000.00","$1,173.83","6,243.78"
0x959475339a75327bF9Be8B2603243FA977489659,"2,951,755,319,148,930,000,000.00",$554.93,"2,951.76"
0x8A553D10db1A8bB364027Dd7B9a771e5e5E313E4,"3,456,223,404,255,310,000,000.00",$649.77,"3,456.22"
0xC6E78eD55746B437FE677A632e33890E8c2f7B34,"3,710,053,191,489,360,000,000.00",$697.49,"3,710.05"
0x8D7D372B47aD4d6748864C7D99B2f9fD5074831A,"6,427,606,382,978,720,000,000.00","$1,208.39","6,427.61"
0x69056BD11BfCfa365670Eca7A8E316E07cA5a273,"3,831,329,787,234,040,000,000.00",$720.29,"3,831.33"
0xa88ab5F36f39F87020964C5AF75278818804ed32,"3,861,382,978,723,400,000,000.00",$725.94,"3,861.38"
0x964EA771106d5B879D8A45b71EEDAcFD4B98f2a8,"4,522,446,808,510,630,000,000.00",$850.22,"4,522.45"
0xB99A5Bfe30E239D2F1a31cfceee0A506f6ECb50C,"5,071,170,212,765,950,000,000.00",$953.38,"5,071.17"
0x02b093aaD9ea57a24A78c873E09D7762A24cbCf8,"7,001,542,553,191,480,000,000.00","$1,316.29","7,001.54"
0x76651637d88FA2dAcC6F8c7Ac721f3Be3300A9F2,"7,343,031,914,893,610,000,000.00","$1,380.49","7,343.03"
0xd918529b1bD2055907f3b944054A6c7E0720d89F,"7,523,617,021,276,590,000,000.00","$1,414.44","7,523.62"
0x3910118F2dD532D8F782548CdbB8A782C74D0981,"2,931,276,595,744,680,000,000.00",$551.08,"2,931.28"
0x3567554168EA0e0b63037E69E44545d16b5603f4,"5,937,446,808,510,630,000,000.00","$1,116.24","5,937.45"
0xf50723BbBD198a35663C25a394Fff1Aa0b6A9b12,"2,752,872,340,425,530,000,000.00",$517.54,"2,752.87"
0xB0C89ceddEBC62aC3d6253A8D711C7f2ad5e3ba0,"7,520,851,063,829,780,000,000.00","$1,413.92","7,520.85"
0x8Ca9ec2344ea9ef988d99A2A4827D2CF5E6FDc03,"3,981,702,127,659,570,000,000.00",$748.56,"3,981.70"
0x7912F702D402374215216E89752261dd85E48A14,"7,917,446,808,510,630,000,000.00","$1,488.48","7,917.45"
0x869d8e9754f874f12362b235377118E6DBA40b07,"7,121,542,553,191,480,000,000.00","$1,338.85","7,121.54"
0x055b5466e4FE001a7C61Fa50aE5022F09737B3C4,"4,786,010,638,297,870,000,000.00",$899.77,"4,786.01"
0xAc8e2b46b8A33E87940c5Ed3A940515E5aea6913,"6,095,851,063,829,780,000,000.00","$1,146.02","6,095.85"
0xdb7fD757901582Bb7821d73a32E15dFc208C7294,"5,118,510,638,297,870,000,000.00",$962.28,"5,118.51"
0xDe26150853636E6b01890A5E6F058072Ef033A72,"7,699,308,510,638,290,000,000.00","$1,447.47","7,699.31"
0xAC319D297b981a191AEF3d1D254713c5fF31f9A8,"3,158,031,914,893,610,000,000.00",$593.71,"3,158.03"
0xeCf1ef4DD08FDb6806FDC2731f71ea6780160bd2,"3,808,882,978,723,400,000,000.00",$716.07,"3,808.88"
0x174A99Cd3568AbBF583927F33A31086417714032,"3,976,276,595,744,680,000,000.00",$747.54,"3,976.28"
0xc1dD87029488Ca062418a796DAD28DF5422134D1,"4,920,053,191,489,360,000,000.00",$924.97,"4,920.05"
0x8502037875b4FE76d66d474FFa7e79da5AeB9014,"4,585,957,446,808,510,000,000.00",$862.16,"4,585.96"
0x7b49F722ff9b35F920ef482474De0c856a3A5737,"585,106,382,978,723,000,000.00",$110.00,585.11
0x330D2B3012CF718C936B97f218c30CC876b07A02,"2,659,574,468,085,100,000,000.00",$500.00,"2,659.57"
0xEAeDFf18347EAe282Fa7E8005438b3567805be2A,"531,914,893,617,021,000,000.00",$100.00,531.91
0x8E181CE2Ee23c643db20748f1787D18ec347b8Ab,"781,914,893,617,021,000,000.00",$147.00,781.91
0x6707Cf56977E91B8af0141f94fbd783EA31F4CD2,"3,532,819,148,936,170,000,000.00",$664.17,"3,532.82"
0x812e5e993732d76369dfFA056cD75f895Bc62c39,"2,303,404,255,319,140,000,000.00",$433.04,"2,303.40"
0x8e38F25CCe42cb5E5dcf1fB0000155579dFf9e7a,"3,271,808,510,638,290,000,000.00",$615.10,"3,271.81"
0xfa8ddaf49B3CB17B34F4Ab25299262fcbff5b6F5,"601,063,829,787,234,000,000.00",$113.00,601.06
0x6C2CC8EA2b54E6a4807502f3A98A839184FeA6Bb,"1,739,361,702,127,650,000,000.00",$327.00,"1,739.36"
0x7a01EA9dCBe620Ba6Fbf04dEeF27d3772A9a8190,"734,042,553,191,489,000,000.00",$138.00,734.04
0xd8d0c63F7E61b23d874f7afD4324C7c29aC7205C,"537,234,042,553,191,000,000.00",$101.00,537.23
0xfd3F8E47BBeEBE6fe16Edc96793B7Eb158CFfb4C,"558,510,638,297,872,000,000.00",$105.00,558.51
0x448BC8B5f99C45D6433698C8a11D589aE28Af73D,"531,914,893,617,021,000,000.00",$100.00,531.91
0xb7985A153FF4C8fc197b859F6f7979B126Aaa315,"531,914,893,617,021,000,000.00",$100.00,531.91
0x372D7e63539f71Aa28Ea2CF6147C500f32BE232e,,"$7,000.00","37,234.04"
,"1,914,678,031,914,890,000,000,000.00","$359,959.47","1,914,678.03"
0x82bD4f7E0A3a8c43366D3d0bba5AedFa2B50d421,,,5319.148936
